genes	domain
GRMZM2G409726	"PF11976,PF00240"
GRMZM2G409734	PF03141
GRMZM2G409753	
GRMZM2G409771	PF02705
GRMZM2G409839	
GRMZM2G409865	"PF08074,PF06465,PF06461"
GRMZM2G409881	PF00046
GRMZM2G409881	PF00046
GRMZM2G409893	"PF08263,PF13855,PF07714"
GRMZM2G409916	
GRMZM2G409927	
GRMZM2G409934	PF01529
GRMZM2G409956	PF02902
GRMZM2G409960	PF07762
GRMZM2G409960	PF07762
GRMZM2G409970	
GRMZM2G409974	"PF00249,PF00072"
GRMZM2G409976	PF07714
GRMZM2G409976	PF07714
GRMZM2G409997	PF01535
GRMZM2G410014	
GRMZM2G410029	
GRMZM2G410033	PF03222
GRMZM2G410042	
GRMZM2G410083	PF00249
GRMZM2G410085	PF03416
GRMZM2G410134	PF00234
GRMZM2G410150	PF01157
GRMZM2G410152	PF01277
GRMZM2G410155	
GRMZM2G410162	
GRMZM2G410175	PF00141
GRMZM2G410184	
GRMZM2G410191	PF00069
GRMZM2G410191	PF07714
GRMZM2G410275	
GRMZM2G410289	
GRMZM2G410293	
GRMZM2G410318	
GRMZM2G410338	PF00234
GRMZM2G410350	
GRMZM2G410352	
GRMZM2G410352	
GRMZM2G410357	
GRMZM2G410357	
GRMZM2G410357	
GRMZM2G410357	
GRMZM2G410357	
GRMZM2G410357	
GRMZM2G410393	PF08920
GRMZM2G410393	
GRMZM2G410393	PF08920
GRMZM2G410393	PF08920
GRMZM2G410393	PF08920
GRMZM2G410428	
GRMZM2G410443	
GRMZM2G410479	"PF13087,PF13086,PF16399"
GRMZM2G410487	PF01344
GRMZM2G410499	PF02519
GRMZM2G410515	PF13450
GRMZM2G410515	PF01593
GRMZM2G410567	PF03321
GRMZM2G410595	
GRMZM2G410603	
GRMZM2G410618	
GRMZM2G410623	"PF01535,PF13041,PF05701"
GRMZM2G410644	PF01040
GRMZM2G410700	PF00067
GRMZM2G410704	PF00862
GRMZM2G410710	PF01145
GRMZM2G410710	PF01145
GRMZM2G410710	
GRMZM2G410710	PF01145
GRMZM2G410728	PF03087
GRMZM2G410757	
GRMZM2G410764	
GRMZM2G410766	PF14200
GRMZM2G410767	
GRMZM2G410782	"PF03127,PF00790"
GRMZM2G410782	PF00790
GRMZM2G410783	PF01095
GRMZM2G410797	PF03000
GRMZM2G410812	"PF00166,PF09735"
GRMZM2G410812	PF00166
GRMZM2G410831	
GRMZM2G410839	PF01450
GRMZM2G410865	PF16363
GRMZM2G410904	PF05879
GRMZM2G410916	
GRMZM2G410916	PF04577
GRMZM2G410925	
GRMZM2G410933	PF14569
GRMZM2G410951	"PF02181,PF10409"
GRMZM2G410963	"PF08263,PF00560"
GRMZM2G410975	PF02179
GRMZM2G410978	PF13359
GRMZM2G410990	PF00122
GRMZM2G410990	"PF00690,PF00122"
GRMZM2G410990	"PF00690,PF00122"
GRMZM2G410991	PF01476
GRMZM2G410991	PF01476
GRMZM2G411008	
GRMZM2G411032	
GRMZM2G411032	
GRMZM2G411032	
GRMZM2G411032	
GRMZM2G411041	"PF00076,PF05383"
GRMZM2G411046	PF01535
GRMZM2G411063	
GRMZM2G411063	
GRMZM2G411071	
GRMZM2G411079	PF02902
GRMZM2G411084	PF13943
GRMZM2G411103	
GRMZM2G411131	
GRMZM2G411134	PF03982
GRMZM2G411138	"PF00467,PF00900"
GRMZM2G411159	"PF14416,PF13839"
GRMZM2G411177	"PF00107,PF16884"
GRMZM2G411216	
GRMZM2G411221	"PF05699,PF04937"
GRMZM2G411251	
GRMZM2G411260	PF00514
GRMZM2G411260	PF00514
GRMZM2G411260	PF00514
GRMZM2G411288	PF07714
GRMZM2G411289	
GRMZM2G411293	
GRMZM2G411308	
GRMZM2G411333	"PF14543,PF14541"
GRMZM2G411333	PF14543
GRMZM2G411348	
GRMZM2G411438	
GRMZM2G411448	PF00175
GRMZM2G411457	PF00124
GRMZM2G411484	
GRMZM2G411507	
GRMZM2G411530	
GRMZM2G411536	"PF00627,PF14377,PF06012,PF06025,PF00632"
GRMZM2G411536	PF00632
GRMZM2G411536	"PF00627,PF14377,PF06012,PF06025,PF00632"
GRMZM2G411555	PF10408
GRMZM2G411561	"PF05739,PF00804"
GRMZM2G411569	PF03155
GRMZM2G411579	PF07714
GRMZM2G411639	"PF03462,PF00472"
GRMZM2G411649	
GRMZM2G411652	PF00146
GRMZM2G411652	PF00146
GRMZM2G411652	PF00146
GRMZM2G411653	
GRMZM2G411668	"PF08276,PF00954,PF01453,PF00069"
GRMZM2G411668	PF01453
GRMZM2G411674	
GRMZM2G411691	PF03168
GRMZM2G411746	
GRMZM2G411764	PF00832
GRMZM2G411766	PF03106
GRMZM2G411771	PF00179
GRMZM2G411786	"PF14432,PF13041,PF01535"
GRMZM2G411786	"PF14432,PF13041,PF01535"
GRMZM2G411790	
GRMZM2G411888	
GRMZM2G411893	PF00076
GRMZM2G411901	
GRMZM2G411916	PF12710
GRMZM2G411938	
GRMZM2G411940	"PF00122,PF16209"
GRMZM2G411940	
GRMZM2G411956	PF02338
GRMZM2G411956	PF02338
GRMZM2G411956	PF02338
GRMZM2G411976	
GRMZM2G411986	
GRMZM2G412009	
GRMZM2G412021	"PF02330,PF13963"
GRMZM2G412039	
GRMZM2G412073	
GRMZM2G412075	"PF00658,PF00076"
GRMZM2G412078	
GRMZM2G412079	
GRMZM2G412081	
GRMZM2G412085	PF03417
GRMZM2G412136	
GRMZM2G412137	
GRMZM2G412150	
GRMZM2G412151	
GRMZM2G412156	PF07228
GRMZM2G412161	
GRMZM2G412207	PF00544
GRMZM2G412207	PF00544
GRMZM2G412207	PF00544
GRMZM2G412207	PF00544
GRMZM2G412229	PF07466
GRMZM2G412229	PF07466
GRMZM2G412229	PF07466
GRMZM2G412234	
GRMZM2G412254	PF13398
GRMZM2G412276	PF00664
GRMZM2G412277	
GRMZM2G412281	
GRMZM2G412296	PF02238
GRMZM2G412304	PF04576
GRMZM2G412335	
GRMZM2G412353	
GRMZM2G412373	PF00560
GRMZM2G412412	PF05699
GRMZM2G412423	
GRMZM2G412426	PF05008
GRMZM2G412430	
GRMZM2G412430	
GRMZM2G412430	
GRMZM2G412436	
GRMZM2G412440	PF11820
GRMZM2G412441	PF11820
GRMZM2G412459	
GRMZM2G412464	PF03595
GRMZM2G412470	
GRMZM2G412470	PF02847
GRMZM2G412482	
GRMZM2G412492	"PF00628,PF16135"
GRMZM2G412503	
GRMZM2G412524	"PF07714,PF00069"
GRMZM2G412524	"PF07714,PF00069"
GRMZM2G412557	
GRMZM2G412577	PF00182
GRMZM2G412598	
GRMZM2G412601	"PF03822,PF00069"
GRMZM2G412601	"PF03822,PF00069"
GRMZM2G412604	PF01212
GRMZM2G412609	
GRMZM2G412611	PF01326
GRMZM2G412624	
GRMZM2G412624	
GRMZM2G412630	
GRMZM2G412674	PF01344
GRMZM2G412674	PF01344
GRMZM2G412674	PF01344
GRMZM2G412694	PF03017
GRMZM2G412702	"PF02902,PF05212"
GRMZM2G412760	PF00069
GRMZM2G412784	
GRMZM2G412793	
GRMZM2G412814	PF09497
GRMZM2G412830	PF05699
GRMZM2G412846	PF02493
GRMZM2G412848	"PF00467,PF16906"
GRMZM2G412850	
GRMZM2G412869	
GRMZM2G412871	
GRMZM2G412873	
GRMZM2G412876	PF00786
GRMZM2G412885	PF07714
GRMZM2G412885	PF07714
GRMZM2G412885	PF07714
GRMZM2G412885	PF00069
GRMZM2G412888	PF12695
GRMZM2G412899	PF00083
GRMZM2G412899	PF00083
GRMZM2G412899	PF07690
GRMZM2G412899	PF00083
GRMZM2G412899	PF07690
GRMZM2G412904	PF12174
GRMZM2G412911	PF10699
GRMZM2G412911	
GRMZM2G412911	PF10699
GRMZM2G412911	PF10699
GRMZM2G412911	PF10699
GRMZM2G412911	PF10699
GRMZM2G412937	PF00481
GRMZM2G412937	PF00481
GRMZM2G412966	
GRMZM2G412969	
GRMZM2G412981	
GRMZM2G412986	PF04577
GRMZM2G412986	PF04577
GRMZM2G413006	"PF06955,PF00722"
GRMZM2G413017	
GRMZM2G413030	"PF08276,PF00954,PF01453,PF00069"
GRMZM2G413044	"PF06955,PF00722"
GRMZM2G413055	PF00406
GRMZM2G413064	
GRMZM2G413066	PF03763
GRMZM2G413069	"PF14381,PF07714"
GRMZM2G413113	PF03000
GRMZM2G413135	PF01697
GRMZM2G413143	
GRMZM2G413154	
GRMZM2G413162	PF07779
GRMZM2G413170	
GRMZM2G413174	
GRMZM2G413193	"PF05699,PF06220"
GRMZM2G413193	"PF05699,PF06220"
GRMZM2G413193	"PF05699,PF06220"
GRMZM2G413193	
GRMZM2G413220	PF01833
GRMZM2G413226	
GRMZM2G413230	
GRMZM2G413253	PF01154
GRMZM2G413261	
GRMZM2G413263	
GRMZM2G413275	
GRMZM2G413290	PF10294
GRMZM2G413290	
GRMZM2G413315	PF00462
GRMZM2G413334	
GRMZM2G413337	
GRMZM2G413362	
GRMZM2G413368	
GRMZM2G413388	
GRMZM2G413399	
GRMZM2G413422	
GRMZM2G413460	
GRMZM2G413482	
GRMZM2G413537	PF00069
GRMZM2G413544	PF00069
GRMZM2G413544	PF00069
GRMZM2G413544	
GRMZM2G413563	
GRMZM2G413568	
GRMZM2G413607	PF17035
GRMZM2G413635	"PF01657,PF00069"
GRMZM2G413635	"PF01657,PF00069"
GRMZM2G413643	PF01602
GRMZM2G413647	"PF03807,PF14833"
GRMZM2G413652	PF02492
GRMZM2G413652	PF02492
GRMZM2G413652	PF02492
GRMZM2G413652	PF02492
GRMZM2G413652	PF02492
GRMZM2G413652	PF02492
GRMZM2G413687	PF04852
GRMZM2G413709	PF00614
GRMZM2G413709	PF00614
GRMZM2G413711	"PF14368,PF03690"
GRMZM2G413717	
GRMZM2G413774	"PF00664,PF00005"
GRMZM2G413788	
GRMZM2G413796	PF02902
GRMZM2G413796	PF14144
GRMZM2G413796	PF14144
GRMZM2G413810	
GRMZM2G413822	
GRMZM2G413829	
GRMZM2G413835	PF03725
GRMZM2G413835	
GRMZM2G413853	"PF02170,PF00270,PF00271,PF03368,PF00636"
GRMZM2G413853	"PF02170,PF00270,PF00271,PF03368,PF00636"
GRMZM2G413853	"PF02170,PF00271,PF03368,PF00636"
GRMZM2G413857	PF03096
GRMZM2G413857	PF03096
GRMZM2G413857	PF03096
GRMZM2G413857	PF03096
GRMZM2G413857	PF03096
GRMZM2G413857	
GRMZM2G413887	PF02893
GRMZM2G413897	PF00011
GRMZM2G413943	PF01490
GRMZM2G413959	
GRMZM2G413970	PF14541
GRMZM2G413972	PF16639
GRMZM2G413975	
GRMZM2G413981	
GRMZM2G413996	
GRMZM2G413999	PF01156
GRMZM2G414002	"PF10409,PF02181"
GRMZM2G414002	"PF10409,PF02181"
GRMZM2G414007	PF14144
GRMZM2G414007	PF14144
GRMZM2G414028	
GRMZM2G414043	
GRMZM2G414043	
GRMZM2G414043	
GRMZM2G414047	PF01734
GRMZM2G414109	
GRMZM2G414114	"PF00226,PF13963,PF03634"
GRMZM2G414140	PF00684
GRMZM2G414141	PF12738
GRMZM2G414141	
GRMZM2G414156	
GRMZM2G414159	PF13837
GRMZM2G414192	PF00504
GRMZM2G414192	PF00504
GRMZM2G414206	
GRMZM2G414215	PF05911
GRMZM2G414225	
GRMZM2G414241	
GRMZM2G414244	
GRMZM2G414252	PF00010
GRMZM2G414278	PF01764
GRMZM2G414304	PF14259
GRMZM2G414306	PF00005
GRMZM2G414306	PF00005
GRMZM2G414315	PF03106
GRMZM2G414317	PF02298
GRMZM2G414331	
GRMZM2G414353	PF13507
GRMZM2G414357	
GRMZM2G414365	PF00483
GRMZM2G414373	PF00564
GRMZM2G414373	PF00564
GRMZM2G414384	
GRMZM2G414387	"PF03171,PF14226"
GRMZM2G414387	PF14226
GRMZM2G414387	PF14226
GRMZM2G414387	PF14226
GRMZM2G414387	"PF03171,PF14226"
GRMZM2G414387	"PF03171,PF14226"
GRMZM2G414387	PF14226
GRMZM2G414387	PF14226
GRMZM2G414387	PF14226
GRMZM2G414387	PF14226
GRMZM2G414387	PF03171
GRMZM2G414387	
GRMZM2G414423	
GRMZM2G414423	PF06203
GRMZM2G414460	PF03321
GRMZM2G414460	PF03321
GRMZM2G414460	PF03321
GRMZM2G414460	
GRMZM2G414460	
GRMZM2G414473	
GRMZM2G414475	PF05498
GRMZM2G414487	"PF12842,PF16415"
GRMZM2G414496	PF04045
GRMZM2G414496	PF04045
GRMZM2G414496	PF04045
GRMZM2G414496	PF04045
GRMZM2G414496	"PF02037,PF04045,PF02735,PF03731"
GRMZM2G414496	
GRMZM2G414496	PF03731
GRMZM2G414496	PF03731
GRMZM2G414503	PF00777
GRMZM2G414528	PF00484
GRMZM2G414528	PF00484
GRMZM2G414528	PF00484
GRMZM2G414537	
GRMZM2G414537	
GRMZM2G414540	"PF05739,PF00804"
GRMZM2G414562	
GRMZM2G414563	
GRMZM2G414569	PF01105
GRMZM2G414569	PF01105
GRMZM2G414598	
GRMZM2G414601	
GRMZM2G414613	
GRMZM2G414617	
GRMZM2G414620	PF14368
GRMZM2G414621	
GRMZM2G414624	
GRMZM2G414639	"PF02893,PF00076"
GRMZM2G414658	
GRMZM2G414660	PF01737
GRMZM2G414668	
GRMZM2G414671	
GRMZM2G414696	
GRMZM2G414727	PF02519
GRMZM2G414779	"PF03330,PF01357"
GRMZM2G414791	PF00657
GRMZM2G414805	
GRMZM2G414805	PF03110
GRMZM2G414805	PF03110
GRMZM2G414805	PF03110
GRMZM2G414805	PF03110
GRMZM2G414805	PF03110
GRMZM2G414805	
GRMZM2G414813	PF00860
GRMZM2G414813	PF00860
GRMZM2G414813	PF00860
GRMZM2G414826	"PF14416,PF13839"
GRMZM2G414827	
GRMZM2G414834	
GRMZM2G414844	PF04770
GRMZM2G414848	PF07086
GRMZM2G414866	
GRMZM2G414879	
GRMZM2G414879	
GRMZM2G414899	PF07714
GRMZM2G414899	PF07714
GRMZM2G414899	PF07714
GRMZM2G414903	
GRMZM2G414907	
GRMZM2G414913	"PF13812,PF12854,PF01535,PF13041"
GRMZM2G414915	"PF02225,PF05922,PF00082"
GRMZM2G414924	
GRMZM2G414935	
GRMZM2G414940	
GRMZM2G414949	PF00112
GRMZM2G414955	
GRMZM2G414995	
GRMZM2G414995	
GRMZM2G415007	PF00012
GRMZM2G415012	PF08879
GRMZM2G415012	"PF10497,PF08879"
GRMZM2G415012	PF08879
GRMZM2G415022	
GRMZM2G415025	PF00248
GRMZM2G415062	PF03141
GRMZM2G415068	PF01453
GRMZM2G415077	PF00249
GRMZM2G415104	
GRMZM2G415117	PF00155
GRMZM2G415157	"PF16900,PF08646"
GRMZM2G415157	
GRMZM2G415161	
GRMZM2G415166	
GRMZM2G415170	
GRMZM2G415172	
GRMZM2G415176	
GRMZM2G415192	PF00164
GRMZM2G415206	
GRMZM2G415208	"PF04424,PF01411"
GRMZM2G415215	PF10351
GRMZM2G415219	PF00743
GRMZM2G415228	
GRMZM2G415229	PF13837
GRMZM2G415251	PF00847
GRMZM2G415310	PF00071
GRMZM2G415310	
GRMZM2G415312	
GRMZM2G415327	PF08477
GRMZM2G415327	PF00071
GRMZM2G415327	PF08477
GRMZM2G415327	
GRMZM2G415327	PF09793
GRMZM2G415327	PF09793
GRMZM2G415330	
GRMZM2G415343	PF14868
GRMZM2G415343	PF14868
GRMZM2G415359	"PF02866,PF00056"
GRMZM2G415359	"PF00056,PF02866"
GRMZM2G415359	PF02866
GRMZM2G415390	PF03018
GRMZM2G415433	
GRMZM2G415433	
GRMZM2G415433	
GRMZM2G415433	
GRMZM2G415433	
GRMZM2G415470	
GRMZM2G415476	
GRMZM2G415491	"PF04851,PF00098,PF08152,PF00271"
GRMZM2G415491	"PF00098,PF08152,PF00271"
GRMZM2G415498	
GRMZM2G415521	
GRMZM2G415521	
GRMZM2G415529	"PF14510,PF08370,PF00005,PF01061"
GRMZM2G415529	"PF08370,PF00005,PF01061"
GRMZM2G415529	"PF14510,PF08370,PF00005,PF01061"
GRMZM2G415538	"PF04851,PF00271"
GRMZM2G415541	
GRMZM2G415550	PF14291
GRMZM2G415579	PF00248
GRMZM2G415613	
GRMZM2G415641	
GRMZM2G415653	
GRMZM2G415666	
GRMZM2G415680	
GRMZM2G415711	
GRMZM2G415726	
GRMZM2G415729	PF08752
GRMZM2G415751	PF01715
GRMZM2G415772	PF07797
GRMZM2G415772	PF07797
GRMZM2G415781	
GRMZM2G415785	PF00083
GRMZM2G415790	
GRMZM2G415791	
GRMZM2G415791	
GRMZM2G415793	PF06351
GRMZM2G415793	PF06351
GRMZM2G415793	PF06351
GRMZM2G415821	
GRMZM2G415837	
GRMZM2G415846	PF05327
GRMZM2G415846	PF05327
GRMZM2G415846	
GRMZM2G415870	"PF02721,PF08646"
GRMZM2G415878	
GRMZM2G415891	PF13456
GRMZM2G415901	
GRMZM2G415955	PF04525
GRMZM2G415959	
GRMZM2G415973	PF00201
GRMZM2G415975	PF12819
GRMZM2G415989	
GRMZM2G415989	
GRMZM2G416024	
GRMZM2G416035	
GRMZM2G416045	PF00201
GRMZM2G416061	PF01423
GRMZM2G416061	PF01423
GRMZM2G416061	PF01423
GRMZM2G416061	PF01423
GRMZM2G416069	
GRMZM2G416069	PF02463
GRMZM2G416105	
GRMZM2G416120	PF00118
GRMZM2G416142	PF08477
GRMZM2G416142	PF00025
GRMZM2G416142	PF00025
GRMZM2G416142	PF00071
GRMZM2G416149	
GRMZM2G416156	PF04570
GRMZM2G416156	
GRMZM2G416184	"PF00651,PF03000"
GRMZM2G416184	"PF00651,PF03000"
GRMZM2G416191	
GRMZM2G416201	"PF01535,PF13041"
GRMZM2G416207	PF03171
GRMZM2G416216	PF13639
GRMZM2G416248	PF01535
GRMZM2G416308	PF07714
GRMZM2G416308	
GRMZM2G416308	PF07714
GRMZM2G416310	
GRMZM2G416322	PF07714
GRMZM2G416351	
GRMZM2G416386	"PF04715,PF00117,PF00425"
GRMZM2G416388	PF00571
GRMZM2G416388	PF00571
GRMZM2G416388	PF00571
GRMZM2G416388	
GRMZM2G416388	
GRMZM2G416388	PF00571
GRMZM2G416388	PF00571
GRMZM2G416404	
GRMZM2G416426	PF13934
GRMZM2G416426	PF13934
GRMZM2G416452	
GRMZM2G416471	
GRMZM2G416484	PF08372
GRMZM2G416484	"PF00168,PF08372"
GRMZM2G416484	
GRMZM2G416491	PF00102
GRMZM2G416491	PF00102
GRMZM2G416498	PF13041
GRMZM2G416501	
GRMZM2G416509	PF00394
GRMZM2G416513	
GRMZM2G416518	PF01535
GRMZM2G416524	PF03634
GRMZM2G416535	"PF03004,PF03017"
GRMZM2G416541	PF15704
GRMZM2G416544	PF00125
GRMZM2G416613	
GRMZM2G416613	
GRMZM2G416622	
GRMZM2G416625	PF16913
GRMZM2G416625	PF16913
GRMZM2G416632	"PF00043,PF02798"
GRMZM2G416632	"PF00043,PF02798"
GRMZM2G416644	
GRMZM2G416644	
GRMZM2G416652	PF00249
GRMZM2G416652	PF00249
GRMZM2G416667	PF00962
GRMZM2G416667	
GRMZM2G416667	PF00962
GRMZM2G416677	PF06075
GRMZM2G416684	
GRMZM2G416698	PF12899
GRMZM2G416698	"PF04607,PF12899"
GRMZM2G416699	
GRMZM2G416701	PF00847
GRMZM2G416701	PF00847
GRMZM2G416708	PF00249
GRMZM2G416719	PF00564
GRMZM2G416725	
GRMZM2G416733	"PF05739,PF00804"
GRMZM2G416750	PF13639
GRMZM2G416751	
GRMZM2G416791	PF00069
GRMZM2G416808	PF12776
GRMZM2G416809	
GRMZM2G416817	
GRMZM2G416817	PF01764
GRMZM2G416836	"PF02358,PF00982"
GRMZM2G416836	
GRMZM2G416875	
GRMZM2G416887	PF03094
GRMZM2G416887	PF03094
GRMZM2G416887	PF03094
GRMZM2G416887	PF03094
GRMZM2G416891	
GRMZM2G416913	"PF05033,PF00856,PF02182"
GRMZM2G416918	
GRMZM2G416935	
GRMZM2G416943	
GRMZM2G416964	"PF03931,PF01466"
GRMZM2G416965	PF03083
GRMZM2G416972	
GRMZM2G416992	
GRMZM2G417001	
GRMZM2G417004	
GRMZM2G417008	
GRMZM2G417009	
GRMZM2G417009	
GRMZM2G417040	
GRMZM2G417070	PF08312
GRMZM2G417072	"PF01966,PF04607"
GRMZM2G417082	PF04535
GRMZM2G417089	"PF10497,PF02373"
GRMZM2G417089	PF10497
GRMZM2G417092	"PF03931,PF01466"
GRMZM2G417107	
GRMZM2G417125	"PF14369,PF13639"
GRMZM2G417125	"PF14369,PF13639"
GRMZM2G417125	"PF14369,PF13639"
GRMZM2G417164	PF00010
GRMZM2G417208	PF13639
GRMZM2G417217	
GRMZM2G417217	PF07817
GRMZM2G417217	PF07817
GRMZM2G417219	
GRMZM2G417222	"PF13966,PF13456"
GRMZM2G417223	PF00013
GRMZM2G417223	PF00013
GRMZM2G417229	PF04770
GRMZM2G417229	PF04770
GRMZM2G417240	
GRMZM2G417255	
GRMZM2G417258	
GRMZM2G417262	
GRMZM2G417287	
GRMZM2G417297	
GRMZM2G417336	
GRMZM2G417340	
GRMZM2G417360	PF05699
GRMZM2G417382	PF02458
GRMZM2G417382	PF02458
GRMZM2G417402	PF12874
GRMZM2G417410	PF02181
GRMZM2G417417	PF02485
GRMZM2G417435	
GRMZM2G417435	
GRMZM2G417439	
GRMZM2G417451	
GRMZM2G417454	
GRMZM2G417455	"PF02140,PF01301"
GRMZM2G417455	"PF02140,PF01301"
GRMZM2G417478	
GRMZM2G417485	PF12776
GRMZM2G417496	PF10409
GRMZM2G417523	
GRMZM2G417525	
GRMZM2G417525	
GRMZM2G417525	
GRMZM2G417554	
GRMZM2G417563	
GRMZM2G417574	
GRMZM2G417583	PF07816
GRMZM2G417594	PF04493
GRMZM2G417597	PF00010
GRMZM2G417597	
GRMZM2G417609	
GRMZM2G417650	PF00004
GRMZM2G417658	PF07986
GRMZM2G417658	PF07986
GRMZM2G417658	
GRMZM2G417658	
GRMZM2G417658	
GRMZM2G417682	PF10220
GRMZM2G417682	PF10220
GRMZM2G417684	PF12776
GRMZM2G417704	PF00481
GRMZM2G417715	
GRMZM2G417725	"PF14570,PF03398"
GRMZM2G417746	
GRMZM2G417750	
GRMZM2G417750	
GRMZM2G417750	
GRMZM2G417770	PF02190
GRMZM2G417835	PF05678
GRMZM2G417843	PF13242
GRMZM2G417843	PF13344
GRMZM2G417859	PF09751
GRMZM2G417866	PF12430
GRMZM2G417877	
GRMZM2G417905	PF02902
GRMZM2G417917	
GRMZM2G417921	
GRMZM2G417933	
GRMZM2G417938	PF03765
GRMZM2G417945	PF00201
GRMZM2G417954	PF03055
GRMZM2G417963	PF11955
GRMZM2G418004	PF07731
GRMZM2G418005	"PF00389,PF02826"
GRMZM2G418005	PF02826
GRMZM2G418009	
GRMZM2G418011	PF03110
GRMZM2G418031	PF00651
GRMZM2G418037	
GRMZM2G418119	
GRMZM2G418126	
GRMZM2G418135	PF00562
GRMZM2G418148	
GRMZM2G418153	
GRMZM2G418160	PF05879
GRMZM2G418178	
GRMZM2G418194	
GRMZM2G418194	
GRMZM2G418206	"PF11977,PF13812"
GRMZM2G418223	PF07714
GRMZM2G418232	PF14533
GRMZM2G418232	PF14533
GRMZM2G418256	PF15697
GRMZM2G418258	PF00125
GRMZM2G418263	PF15785
GRMZM2G418268	
GRMZM2G418279	PF06472
GRMZM2G418279	"PF13540,PF06472"
GRMZM2G418289	PF07714
GRMZM2G418289	PF07714
GRMZM2G418294	PF02826
GRMZM2G418343	
GRMZM2G418343	
GRMZM2G418365	
GRMZM2G418370	
GRMZM2G418400	
GRMZM2G418415	PF12695
GRMZM2G418430	
GRMZM2G418432	"PF00582,PF07714"
GRMZM2G418450	PF03735
GRMZM2G418459	"PF01535,PF13041"
GRMZM2G418515	PF07001
GRMZM2G418575	
GRMZM2G418604	"PF02854,PF04050"
GRMZM2G418604	"PF04050,PF02854"
GRMZM2G418604	"PF04050,PF02854"
GRMZM2G418605	
GRMZM2G418613	
GRMZM2G418621	
GRMZM2G418634	
GRMZM2G418635	PF03283
GRMZM2G418644	PF00295
GRMZM2G418650	
GRMZM2G418651	PF14288
GRMZM2G418654	
GRMZM2G418689	"PF01636,PF08276,PF01453,PF00954"
GRMZM2G418711	PF09412
GRMZM2G418726	PF00400
GRMZM2G418749	"PF01535,PF13041"
GRMZM2G418752	"PF00856,PF09273"
GRMZM2G418752	
GRMZM2G418766	PF08555
GRMZM2G418767	
GRMZM2G418776	PF00514
GRMZM2G418805	
GRMZM2G418819	
GRMZM2G418822	
GRMZM2G418833	
GRMZM2G418892	
GRMZM2G418899	PF03514
GRMZM2G418899	PF03514
GRMZM2G418901	
GRMZM2G418901	
GRMZM2G418916	PF02383
GRMZM2G418916	PF02383
GRMZM2G418916	
GRMZM2G418920	
GRMZM2G418949	
GRMZM2G418956	"PF08276,PF00954,PF01453,PF00069"
GRMZM2G418982	
GRMZM2G418985	"PF05922,PF02225,PF00082"
GRMZM2G419024	
GRMZM2G419024	PF00121
GRMZM2G419070	PF07883
GRMZM2G419076	PF04759
GRMZM2G419085	PF05700
GRMZM2G419085	PF05700
GRMZM2G419085	PF05700
GRMZM2G419085	PF05700
GRMZM2G419104	
GRMZM2G419111	PF01494
GRMZM2G419157	
GRMZM2G419166	
GRMZM2G419209	
GRMZM2G419231	
GRMZM2G419239	PF00249
GRMZM2G419244	PF01789
GRMZM2G419252	PF00046
GRMZM2G419257	
GRMZM2G419267	PF04577
GRMZM2G419267	PF04577
GRMZM2G419276	
GRMZM2G419290	"PF00954,PF08276,PF01453,PF07714"
GRMZM2G419305	"PF01426,PF05641"
GRMZM2G419305	"PF01426,PF05641"
GRMZM2G419318	"PF00954,PF08276,PF07714"
GRMZM2G419328	PF07690
GRMZM2G419328	PF07690
GRMZM2G419328	PF07690
GRMZM2G419342	PF00067
GRMZM2G419342	"PF12776,PF00067"
GRMZM2G419363	
GRMZM2G419409	PF02182
GRMZM2G419419	
GRMZM2G419421	
GRMZM2G419430	PF13202
GRMZM2G419431	
GRMZM2G419436	PF00069
GRMZM2G419439	
GRMZM2G419452	PF13499
GRMZM2G419453	
GRMZM2G419455	
GRMZM2G419473	
GRMZM2G419512	
GRMZM2G419514	PF03141
GRMZM2G419535	
GRMZM2G419542	PF06697
GRMZM2G419555	
GRMZM2G419563	PF12796
GRMZM2G419563	
GRMZM2G419566	
GRMZM2G419576	
GRMZM2G419606	
GRMZM2G419641	
GRMZM2G419643	
GRMZM2G419645	
GRMZM2G419667	
GRMZM2G419672	
GRMZM2G419675	PF00967
GRMZM2G419694	PF04110
GRMZM2G419694	PF04110
GRMZM2G419694	PF04110
GRMZM2G419694	PF04110
GRMZM2G419694	PF04110
GRMZM2G419699	PF16415
GRMZM2G419739	PF10250
GRMZM2G419777	
GRMZM2G419782	"PF00827,PF01756,PF02770"
GRMZM2G419782	"PF00827,PF01756,PF02770"
GRMZM2G419785	PF09118
GRMZM2G419806	PF01078
GRMZM2G419806	PF01078
GRMZM2G419806	PF01078
GRMZM2G419814	
GRMZM2G419826	
GRMZM2G419836	PF00085
GRMZM2G419844	
GRMZM2G419847	
GRMZM2G419847	PF00069
GRMZM2G419852	
GRMZM2G419852	PF06136
GRMZM2G419864	
GRMZM2G419875	PF02902
GRMZM2G419891	PF11976
GRMZM2G419891	PF11976
GRMZM2G419891	"PF11976,PF00240"
GRMZM2G419891	PF11976
GRMZM2G419891	PF11976
GRMZM2G419898	PF08423
GRMZM2G419901	PF00847
GRMZM2G419924	
GRMZM2G419929	
GRMZM2G419936	
GRMZM2G419938	
GRMZM2G419949	
GRMZM2G419953	PF00141
GRMZM2G419957	PF01553
GRMZM2G419969	PF03966
GRMZM2G419984	PF00400
GRMZM2G419992	PF00153
GRMZM2G419994	PF12609
GRMZM2G420001	
