genes	Pfam
GRMZM2G447617	PF08449
GRMZM2G447632	"PF13410,PF13417"
GRMZM2G447657	PF03595
GRMZM2G447691	PF07983
GRMZM2G447745	PF00249
GRMZM2G447785	PF00228
GRMZM2G447795	PF00704
GRMZM2G447847	PF16900
GRMZM2G447857	"PF12854,PF13812,PF13041"
GRMZM2G447876	PF03034
GRMZM2G447941	PF02902
GRMZM2G447952	PF03080
GRMZM2G447984	PF00125
GRMZM2G447989	"PF08263,PF13855,PF00069"
GRMZM2G448001	PF07676
GRMZM2G448051	PF00141
GRMZM2G448054	PF12627
GRMZM2G448067	PF03552
GRMZM2G448098	PF07059
GRMZM2G448104	"PF00249,PF06584"
GRMZM2G448142	PF01058
GRMZM2G448151	PF00189
GRMZM2G448161	PF00574
GRMZM2G448174	"PF01333,PF16639"
GRMZM2G448185	"PF01794,PF08022,PF08414,PF08030"
GRMZM2G448213	"PF13426,PF07714"
GRMZM2G448258	PF07714
GRMZM2G448277	"PF05699,PF04937"
GRMZM2G448282	PF00931
GRMZM2G448330	PF00514
GRMZM2G448344	"PF02788,PF00016"
GRMZM2G448368	PF00226
GRMZM2G448389	"PF02874,PF00306,PF00006"
GRMZM2G448446	PF01557
GRMZM2G448458	"PF00125,PF16211"
GRMZM2G448466	"PF00850,PF01238"
GRMZM2G448483	PF00201
GRMZM2G448507	PF02170
GRMZM2G448523	"PF04548,PF11886"
GRMZM2G448566	PF03214
GRMZM2G448583	"PF00082,PF05922"
GRMZM2G448605	PF03106
GRMZM2G448607	PF00170
GRMZM2G448627	PF03760
GRMZM2G448633	PF07714
GRMZM2G448672	PF00069
GRMZM2G448687	"PF10347,PF10351"
GRMZM2G448692	PF05266
GRMZM2G448710	"PF13947,PF14380"
GRMZM2G448715	PF04144
GRMZM2G448834	PF03016
GRMZM2G448883	PF04674
GRMZM2G448913	"PF00044,PF04053"
GRMZM2G448927	PF14416
GRMZM2G448931	PF01412
GRMZM2G449019	PF00201
GRMZM2G449033	PF06966
GRMZM2G449083	"PF13445,PF10607"
GRMZM2G449094	PF03168
GRMZM2G449123	PF00806
GRMZM2G449133	PF12697
GRMZM2G449160	PF00462
GRMZM2G449163	PF06602
GRMZM2G449179	PF12776
GRMZM2G449197	PF01351
GRMZM2G449230	PF00139
GRMZM2G449274	PF00011
GRMZM2G449295	PF01764
GRMZM2G449313	PF01501
GRMZM2G449327	PF07333
GRMZM2G449355	PF00176
GRMZM2G449359	PF05701
GRMZM2G449430	PF14291
GRMZM2G449447	PF05553
GRMZM2G449479	PF00022
GRMZM2G449489	PF05623
GRMZM2G449569	PF03522
GRMZM2G449681	PF03106
GRMZM2G449709	PF04520
GRMZM2G449731	PF03004
GRMZM2G449817	"PF08263,PF13855,PF07714"
GRMZM2G449843	PF12776
GRMZM2G449875	PF13639
GRMZM2G449881	PF07714
GRMZM2G449909	"PF00612,PF01843,PF00063"
GRMZM2G449950	PF02701
GRMZM2G450055	"PF14551,PF00493"
GRMZM2G450125	PF01373
GRMZM2G450163	PF00365
GRMZM2G450166	PF13041
GRMZM2G450206	PF00076
GRMZM2G450217	PF07797
GRMZM2G450228	"PF14624,PF00092"
GRMZM2G450231	PF00067
GRMZM2G450233	PF00141
GRMZM2G450308	"PF01480,PF00069"
GRMZM2G450342	PF00900
GRMZM2G450424	PF03878
GRMZM2G450445	PF02365
GRMZM2G450459	PF05142
GRMZM2G450464	PF10250
GRMZM2G450474	PF02171
GRMZM2G450488	PF07690
GRMZM2G450496	PF00931
GRMZM2G450498	PF01053
GRMZM2G450501	PF03242
GRMZM2G450537	"PF13812,PF13041"
GRMZM2G450546	"PF03330,PF01357"
GRMZM2G450602	PF07714
GRMZM2G450659	PF01432
GRMZM2G450673	PF00146
GRMZM2G450705	PF00361
GRMZM2G450717	PF00141
GRMZM2G450762	PF02788
GRMZM2G450807	PF02902
GRMZM2G450825	PF00115
GRMZM2G450863	"PF14259,PF02902,PF01765,PF01747,PF09778"
GRMZM2G450866	PF04578
GRMZM2G450897	PF02902
GRMZM2G450935	PF14214
GRMZM2G450937	PF01280
GRMZM2G450939	PF02721
GRMZM2G450960	PF05097
GRMZM2G451007	"PF08263,PF00560,PF00069"
GRMZM2G451028	PF04043
GRMZM2G451031	PF00847
GRMZM2G451035	PF03106
GRMZM2G451037	PF02519
GRMZM2G451097	PF00141
GRMZM2G451116	PF00249
GRMZM2G451147	PF07714
GRMZM2G451179	"PF04134,PF00450"
GRMZM2G451187	"PF01397,PF03936"
GRMZM2G451217	PF09127
GRMZM2G451220	PF00117
GRMZM2G451224	PF03244
GRMZM2G451231	"PF00307,PF00225"
GRMZM2G451254	PF00125
GRMZM2G451281	PF02320
GRMZM2G451300	"PF01657,PF00069"
GRMZM2G451308	PF13639
GRMZM2G451314	PF00282
GRMZM2G451325	"PF14416,PF13839"
GRMZM2G451327	PF00432
GRMZM2G451357	"PF14533,PF13423"
GRMZM2G451366	PF05450
GRMZM2G451374	PF00856
GRMZM2G451443	"PF00069,PF03810"
GRMZM2G451464	PF03479
GRMZM2G451474	PF00225
GRMZM2G451483	"PF06068,PF01434"
GRMZM2G451506	PF10536
GRMZM2G451533	PF02519
GRMZM2G451604	PF01627
GRMZM2G451646	PF14569
GRMZM2G451672	PF01734
GRMZM2G451679	PF06813
GRMZM2G451716	"PF00076,PF04059"
GRMZM2G451765	PF02163
GRMZM2G451769	PF14009
GRMZM2G451771	PF02701
GRMZM2G451792	"PF08370,PF00005,PF01061"
GRMZM2G451845	PF12776
GRMZM2G451856	PF00270
GRMZM2G451876	PF00069
GRMZM2G451882	PF07887
GRMZM2G451939	PF00067
GRMZM2G451965	PF00759
GRMZM2G451970	PF06814
GRMZM2G451975	PF04577
GRMZM2G452016	"PF04564,PF00514"
GRMZM2G452026	"PF03463,PF03465,PF03464"
GRMZM2G452084	"PF04578,PF13968"
GRMZM2G452121	"PF00069,PF00139"
GRMZM2G452142	"PF08263,PF00560,PF00069,PF13855"
GRMZM2G452150	PF12708
GRMZM2G452159	PF00651
GRMZM2G452178	"PF03789,PF05920,PF03790,PF03791"
GRMZM2G452189	PF01282
GRMZM2G452353	PF06964
GRMZM2G452444	PF03106
GRMZM2G452453	PF08312
GRMZM2G452475	PF00133
GRMZM2G452523	"PF06968,PF04055"
GRMZM2G452526	PF00646
GRMZM2G452529	PF01148
GRMZM2G452564	PF14144
GRMZM2G452580	"PF03765,PF00650"
GRMZM2G452630	PF00464
GRMZM2G452633	PF06886
GRMZM2G452651	PF00069
GRMZM2G452669	PF16499
GRMZM2G452695	PF13837
GRMZM2G452875	PF01612
GRMZM2G452896	PF05577
GRMZM2G452935	PF01080
GRMZM2G452954	PF00931
GRMZM2G452960	PF05180
GRMZM2G452996	"PF00010,PF02519"
GRMZM2G453008	PF00622
GRMZM2G453025	"PF13334,PF00076"
GRMZM2G453041	PF01095
GRMZM2G453111	"PF13086,PF13087"
GRMZM2G453118	PF00312
GRMZM2G453139	PF07911
GRMZM2G453141	PF00153
GRMZM2G453251	PF14303
GRMZM2G453296	PF00481
GRMZM2G453311	PF00106
GRMZM2G453320	PF07690
GRMZM2G453349	PF10409
GRMZM2G453388	PF01656
GRMZM2G453424	PF03874
GRMZM2G453438	"PF00069,PF07714"
GRMZM2G453474	"PF00006,PF00637"
GRMZM2G453488	PF00854
GRMZM2G453494	PF00996
GRMZM2G453565	"PF09478,PF00759"
GRMZM2G453571	PF03106
GRMZM2G453575	PF14476
GRMZM2G453577	PF05699
GRMZM2G453581	PF02374
GRMZM2G453617	PF00012
GRMZM2G453619	PF00154
GRMZM2G453668	PF07899
GRMZM2G453672	"PF00560,PF13855,PF07714"
GRMZM2G453684	PF06870
GRMZM2G453794	PF02364
GRMZM2G453805	PF00704
GRMZM2G453807	PF02902
GRMZM2G453845	PF02902
GRMZM2G453855	PF13041
GRMZM2G453879	PF03178
GRMZM2G453919	PF03004
GRMZM2G453956	"PF13812,PF13041"
GRMZM2G454039	PF00931
GRMZM2G454056	PF14009
GRMZM2G454081	PF13632
GRMZM2G454085	PF00238
GRMZM2G454088	PF14291
GRMZM2G454124	"PF00069,PF01424"
GRMZM2G454174	PF13867
GRMZM2G454176	PF15614
GRMZM2G454239	PF00076
GRMZM2G454261	PF00467
GRMZM2G454306	"PF00069,PF13855"
GRMZM2G454334	PF00931
GRMZM2G454424	PF00892
GRMZM2G454449	PF00249
GRMZM2G454472	PF04937
GRMZM2G454497	PF00295
GRMZM2G454511	"PF08276,PF01453,PF00069"
GRMZM2G454550	"PF07983,PF00332"
GRMZM2G454556	PF00967
GRMZM2G454571	"PF00226,PF03634"
GRMZM2G454594	PF00271
GRMZM2G454608	PF00295
GRMZM2G454619	PF00271
GRMZM2G454702	"PF02689,PF05970"
GRMZM2G454719	PF01474
GRMZM2G454789	"PF05577,PF10237"
GRMZM2G454822	PF03017
GRMZM2G454830	PF04658
GRMZM2G454838	PF06093
GRMZM2G454858	PF02535
GRMZM2G454928	PF10184
GRMZM2G454952	PF13450
GRMZM2G454980	"PF11721,PF07714"
GRMZM2G454993	PF02375
GRMZM2G455071	PF00046
GRMZM2G455075	PF00201
GRMZM2G455085	PF00152
GRMZM2G455115	PF10433
GRMZM2G455124	PF07690
GRMZM2G455128	PF01490
GRMZM2G455171	"PF00999,PF01026"
GRMZM2G455238	PF08555
GRMZM2G455243	"PF00628,PF01426,PF00004"
GRMZM2G455283	PF00082
GRMZM2G455306	PF01073
GRMZM2G455321	PF00931
GRMZM2G455403	PF00662
GRMZM2G455413	PF00124
GRMZM2G455420	PF03947
GRMZM2G455433	PF05057
GRMZM2G455476	PF00005
GRMZM2G455491	"PF12710,PF00122"
GRMZM2G455557	"PF00690,PF00702,PF00122"
GRMZM2G455564	PF01095
GRMZM2G455587	"PF14432,PF01535,PF13041"
GRMZM2G455642	PF00759
GRMZM2G455658	PF01565
GRMZM2G455664	PF02037
GRMZM2G455676	PF03912
GRMZM2G455769	PF03168
GRMZM2G455809	PF13561
GRMZM2G455817	PF02705
GRMZM2G455828	PF01200
GRMZM2G455869	PF00249
GRMZM2G455877	PF16113
GRMZM2G455889	PF13912
GRMZM2G455909	PF00931
GRMZM2G455926	PF00280
GRMZM2G455947	PF03214
GRMZM2G456000	"PF14703,PF13967,PF02714"
GRMZM2G456023	PF00169
GRMZM2G456059	PF14531
GRMZM2G456086	PF06026
GRMZM2G456088	PF01535
GRMZM2G456114	"PF01535,PF14432,PF13041"
GRMZM2G456123	"PF01535,PF13041"
GRMZM2G456132	"PF13893,PF13532,PF14009"
GRMZM2G456149	"PF00467,PF00076"
GRMZM2G456174	PF03214
GRMZM2G456186	PF00076
GRMZM2G456187	PF00004
GRMZM2G456217	"PF08246,PF00112"
GRMZM2G456238	PF11817
GRMZM2G456268	PF05757
GRMZM2G456287	PF00069
GRMZM2G456346	PF07714
GRMZM2G456380	PF03017
GRMZM2G456401	PF03140
GRMZM2G456433	PF01179
GRMZM2G456452	PF02701
GRMZM2G456471	PF01238
GRMZM2G456473	PF00850
GRMZM2G456487	"PF14380,PF00069"
GRMZM2G456491	"PF08458,PF05703"
GRMZM2G456512	"PF04783,PF04782"
GRMZM2G456547	"PF07649,PF13905"
GRMZM2G456568	PF02365
GRMZM2G456570	"PF13304,PF13476,PF06470"
GRMZM2G456586	"PF00271,PF12513"
GRMZM2G456603	PF10249
GRMZM2G456626	PF05770
GRMZM2G456644	PF02519
GRMZM2G456669	"PF08263,PF13855,PF00069"
GRMZM2G456690	PF02906
GRMZM2G456757	PF03004
GRMZM2G456835	PF00582
GRMZM2G456853	"PF07714,PF01480"
GRMZM2G456885	PF04561
GRMZM2G456895	PF04997
GRMZM2G456900	PF02803
GRMZM2G456917	"PF00850,PF01238"
GRMZM2G456923	PF07690
GRMZM2G456960	PF00249
GRMZM2G456997	PF00188
GRMZM2G457001	PF00383
GRMZM2G457003	PF05911
GRMZM2G457125	PF00025
GRMZM2G457127	PF00623
GRMZM2G457147	PF08241
GRMZM2G457178	PF10441
GRMZM2G457211	"PF14389,PF04784"
GRMZM2G457231	"PF00467,PF00076"
GRMZM2G457267	PF03908
GRMZM2G457287	"PF14365,PF03080"
GRMZM2G457347	PF10312
GRMZM2G457357	PF13639
GRMZM2G457370	"PF08699,PF16487,PF16488,PF16486,PF02170,PF02171"
GRMZM2G457381	"PF00004,PF00533,PF08519"
GRMZM2G457411	PF13639
GRMZM2G457415	"PF08389,PF03810"
GRMZM2G457523	PF00999
GRMZM2G457534	"PF08700,PF16528"
GRMZM2G457544	PF00097
GRMZM2G457562	PF00847
GRMZM2G457612	PF04043
GRMZM2G457624	PF00481
GRMZM2G457626	PF05699
GRMZM2G457697	PF01133
GRMZM2G457699	PF01765
GRMZM2G457867	PF01529
GRMZM2G457881	"PF01753,PF00856"
GRMZM2G457889	PF00850
GRMZM2G457898	PF00462
GRMZM2G457909	"PF01753,PF16415"
GRMZM2G457929	PF00201
GRMZM2G457931	PF05057
GRMZM2G458035	"PF00069,PF07526"
GRMZM2G458075	"PF00069,PF07714"
GRMZM2G458082	PF00583
GRMZM2G458087	"PF00226,PF03634"
GRMZM2G458095	"PF00004,PF14363"
GRMZM2G458099	"PF01193,PF03118"
GRMZM2G458118	PF00137
GRMZM2G458122	PF01535
GRMZM2G458126	PF00034
GRMZM2G458164	"PF07983,PF00332"
GRMZM2G458208	PF00118
GRMZM2G458256	PF00069
GRMZM2G458266	PF00400
GRMZM2G458283	PF01926
GRMZM2G458401	PF03159
GRMZM2G458437	PF00847
GRMZM2G458441	"PF00069,PF03416"
GRMZM2G458448	PF03168
GRMZM2G458494	PF06813
GRMZM2G458519	PF01333
GRMZM2G458538	PF07779
GRMZM2G458548	PF07714
GRMZM2G458549	"PF00288,PF08544,PF10509"
GRMZM2G458607	"PF09118,PF07250"
GRMZM2G458659	PF01370
GRMZM2G458665	PF02791
GRMZM2G458728	"PF05920,PF07526"
GRMZM2G458776	PF00201
GRMZM2G458824	PF06405
GRMZM2G458845	PF02990
GRMZM2G458867	"PF00005,PF14510,PF02902"
GRMZM2G458878	PF00141
GRMZM2G458879	PF01544
GRMZM2G458888	PF00400
GRMZM2G458911	PF00862
GRMZM2G458974	PF01251
GRMZM2G459003	PF07714
GRMZM2G459052	PF07647
GRMZM2G459063	PF13661
GRMZM2G459156	"PF14370,PF02365"
GRMZM2G459166	PF00646
GRMZM2G459172	"PF03647,PF11443"
GRMZM2G459224	PF07714
GRMZM2G459230	"PF12481,PF07207"
GRMZM2G459291	PF01966
GRMZM2G459298	PF01125
GRMZM2G459363	PF04577
GRMZM2G459370	PF09430
GRMZM2G459373	PF08477
GRMZM2G459391	PF02617
GRMZM2G459420	PF13359
GRMZM2G459437	PF08752
GRMZM2G459459	PF00010
GRMZM2G459503	PF10354
GRMZM2G459512	PF14291
GRMZM2G459532	"PF13041,PF01535"
GRMZM2G459535	"PF03109,PF02138"
GRMZM2G459540	PF13912
GRMZM2G459556	PF00900
GRMZM2G459561	PF04576
GRMZM2G459563	PF00067
GRMZM2G459610	PF06136
GRMZM2G459636	PF03552
GRMZM2G459645	PF04852
GRMZM2G459702	PF01142
GRMZM2G459710	PF00202
GRMZM2G459715	"PF01535,PF13041"
GRMZM2G459746	"PF00076,PF04059"
GRMZM2G459811	PF00226
GRMZM2G459824	PF07714
GRMZM2G459828	PF03501
GRMZM2G459847	PF05056
GRMZM2G459854	"PF01842,PF07714"
GRMZM2G459864	PF00319
GRMZM2G459874	PF00657
GRMZM2G459896	PF04107
GRMZM2G459982	PF00650
GRMZM2G460012	PF00635
GRMZM2G460025	PF05686
GRMZM2G460078	"PF13193,PF00501"
GRMZM2G460090	PF00400
GRMZM2G460383	PF12695
GRMZM2G460396	"PF00612,PF00063"
GRMZM2G460406	PF00141
GRMZM2G460407	PF03004
GRMZM2G460422	PF12776
GRMZM2G460451	"PF05699,PF14291"
GRMZM2G460472	PF14215
GRMZM2G460542	PF02902
GRMZM2G460544	PF03110
GRMZM2G460594	PF00072
GRMZM2G460684	PF00411
GRMZM2G460838	PF03732
GRMZM2G460860	PF11891
GRMZM2G460861	PF02519
GRMZM2G460864	PF00982
GRMZM2G460866	PF01230
GRMZM2G460869	PF00249
GRMZM2G460893	PF13639
GRMZM2G460950	PF00112
GRMZM2G460958	PF13639
GRMZM2G460988	"PF01535,PF13041"
GRMZM2G461035	PF01566
GRMZM2G461040	PF01764
GRMZM2G461119	"PF00667,PF08825"
GRMZM2G461139	PF07970
GRMZM2G461141	PF12695
GRMZM2G461145	"PF00149,PF05011"
GRMZM2G461159	PF01536
GRMZM2G461231	"PF07724,PF11443,PF00112,PF12070"
GRMZM2G461269	PF00931
GRMZM2G461278	PF08263
GRMZM2G461279	PF03088
GRMZM2G461332	PF00390
GRMZM2G461356	PF11262
GRMZM2G461447	"PF13920,PF00097,PF02182"
GRMZM2G461520	"PF00467,PF00900"
GRMZM2G461533	PF00179
GRMZM2G461537	"PF00024,PF01453"
GRMZM2G461543	PF00400
GRMZM2G461557	PF00789
GRMZM2G461569	"PF00699,PF00547,PF00449,PF01979"
GRMZM2G461586	PF13764
GRMZM2G461590	PF08555
GRMZM2G461593	PF00005
GRMZM2G461598	PF00411
GRMZM2G461648	PF03106
GRMZM2G461663	PF03004
GRMZM2G461666	PF12146
GRMZM2G461671	PF03140
GRMZM2G461716	"PF14541,PF14543"
GRMZM2G461783	PF00076
GRMZM2G461791	PF05653
GRMZM2G461793	"PF04874,PF01778"
GRMZM2G461905	PF00847
GRMZM2G461907	PF00847
GRMZM2G461936	"PF16487,PF16488,PF02171"
GRMZM2G461948	PF00632
GRMZM2G462099	PF07059
GRMZM2G462118	PF00134
GRMZM2G462134	PF00270
GRMZM2G462135	PF09747
GRMZM2G462140	"PF00070,PF02852"
GRMZM2G462239	PF01266
GRMZM2G462243	PF13410
GRMZM2G462258	PF01373
GRMZM2G462261	PF11051
GRMZM2G462325	PF03345
GRMZM2G462387	"PF01230,PF05602"
GRMZM2G462394	PF00368
GRMZM2G462417	"PF04770,PF13041,PF01535"
GRMZM2G462433	PF14383
GRMZM2G462492	PF13962
GRMZM2G462555	PF02485
GRMZM2G462613	"PF05116,PF00862,PF00534"
GRMZM2G462623	"PF08781,PF02319"
GRMZM2G462625	"PF14432,PF01535,PF13041"
GRMZM2G462635	PF04043
GRMZM2G462639	PF02845
GRMZM2G462690	"PF03441,PF03982"
GRMZM2G462719	PF08224
GRMZM2G462760	PF02519
GRMZM2G462803	PF06920
GRMZM2G462808	"PF00069,PF03416"
GRMZM2G462883	PF12695
GRMZM2G462894	PF00044
GRMZM2G462972	PF08506
GRMZM2G462986	"PF05922,PF02225,PF00082"
GRMZM2G463032	"PF07728,PF01434"
GRMZM2G463133	PF00010
GRMZM2G463157	PF12095
GRMZM2G463227	"PF08557,PF00300,PF07714"
GRMZM2G463267	PF01399
GRMZM2G463280	PF00485
GRMZM2G463291	PF01650
GRMZM2G463359	PF04410
GRMZM2G463415	PF01417
GRMZM2G463441	PF02298
GRMZM2G463445	"PF14543,PF07779,PF14541"
GRMZM2G463447	"PF05699,PF14291"
GRMZM2G463464	"PF13499,PF07714"
GRMZM2G463471	PF00241
GRMZM2G463483	PF13234
GRMZM2G463493	"PF08263,PF00560,PF00069,PF13855"
GRMZM2G463504	PF02325
GRMZM2G463525	PF02701
GRMZM2G463574	"PF08263,PF00560,PF13855,PF00069"
GRMZM2G463580	"PF08263,PF13855,PF00069"
GRMZM2G463640	PF00033
GRMZM2G463730	"PF04434,PF10551,PF03101"
GRMZM2G463871	"PF08244,PF11837,PF00251"
GRMZM2G463887	PF16906
GRMZM2G463891	"PF01694,PF01907,PF07910"
GRMZM2G463904	"PF13855,PF00069"
GRMZM2G463913	PF00467
GRMZM2G463953	PF15697
GRMZM2G463996	PF00201
GRMZM2G464000	PF08642
GRMZM2G464036	PF00320
GRMZM2G464037	PF00320
GRMZM2G464103	"PF02892,PF05699,PF04937"
GRMZM2G464137	PF01636
GRMZM2G464152	PF07714
GRMZM2G464157	PF12695
GRMZM2G464176	PF01643
GRMZM2G464212	PF11705
GRMZM2G464215	PF00888
GRMZM2G464260	PF02776
GRMZM2G464295	PF12681
GRMZM2G464328	PF05419
GRMZM2G464331	PF05340
GRMZM2G464393	PF13855
GRMZM2G464401	"PF09598,PF04774"
GRMZM2G464510	"PF01535,PF13041"
GRMZM2G464523	PF02259
GRMZM2G464572	PF00179
GRMZM2G464580	PF13912
GRMZM2G464662	PF02892
GRMZM2G464680	PF03016
GRMZM2G464754	"PF00400,PF12234"
GRMZM2G464772	PF14303
GRMZM2G464814	"PF05699,PF14291"
GRMZM2G464818	"PF13041,PF01535"
GRMZM2G464846	PF00444
GRMZM2G464885	PF00106
GRMZM2G464891	PF01169
GRMZM2G464895	PF04577
GRMZM2G464963	PF02902
GRMZM2G464985	"PF07714,PF00069"
GRMZM2G465035	"PF01979,PF00449"
GRMZM2G465046	PF00657
GRMZM2G465048	PF01061
GRMZM2G465053	PF05078
GRMZM2G465091	PF03634
GRMZM2G465112	PF01490
GRMZM2G465133	PF04450
GRMZM2G465165	"PF07714,PF00139"
GRMZM2G465169	PF03999
GRMZM2G465182	PF01566
GRMZM2G465188	PF04833
GRMZM2G465213	PF05637
GRMZM2G465226	PF00188
GRMZM2G465232	PF08646
GRMZM2G465287	PF00481
GRMZM2G465311	PF02148
GRMZM2G465333	PF01849
GRMZM2G465383	PF02519
GRMZM2G465430	PF01027
GRMZM2G465444	"PF12854,PF13041"
GRMZM2G465553	"PF01096,PF07500"
GRMZM2G465579	PF00069
GRMZM2G465617	PF08164
GRMZM2G465689	PF00085
GRMZM2G465723	PF00011
GRMZM2G465764	PF02364
GRMZM2G465771	"PF00560,PF08263,PF07714"
GRMZM2G465806	"PF13193,PF00501"
GRMZM2G465812	"PF03936,PF01397"
GRMZM2G465833	PF07714
GRMZM2G465835	PF02365
GRMZM2G465868	PF13561
GRMZM2G465907	PF14291
GRMZM2G465957	PF00069
GRMZM2G465987	"PF08276,PF00954,PF01453,PF07714"
GRMZM2G465994	PF01066
GRMZM2G465999	"PF11883,PF08276,PF00954,PF01453,PF07714"
GRMZM2G466044	PF00847
GRMZM2G466048	"PF05699,PF14291"
GRMZM2G466118	PF00900
GRMZM2G466136	PF00827
GRMZM2G466139	"PF11935,PF12295"
GRMZM2G466229	PF02519
GRMZM2G466265	"PF00069,PF00179"
GRMZM2G466270	"PF00628,PF02928,PF08429"
GRMZM2G466281	PF01066
GRMZM2G466292	"PF00628,PF02373,PF01388,PF02375"
GRMZM2G466298	"PF07714,PF00139"
GRMZM2G466370	PF13415
GRMZM2G466517	PF02678
GRMZM2G466519	PF00270
GRMZM2G466543	PF00800
GRMZM2G466545	"PF03105,PF03124"
GRMZM2G466560	PF04818
GRMZM2G466563	PF07887
GRMZM2G466578	PF01535
GRMZM2G466602	PF00206
GRMZM2G466663	"PF05699,PF03080"
GRMZM2G466681	PF01728
GRMZM2G466731	PF07887
GRMZM2G466772	"PF00026,PF14541"
GRMZM2G466780	PF00294
GRMZM2G466833	"PF00056,PF02866"
GRMZM2G466835	"PF08263,PF00560,PF13855"
GRMZM2G466897	PF00069
GRMZM2G466908	PF02519
GRMZM2G466926	PF00854
GRMZM2G466938	PF00352
GRMZM2G466947	PF03948
GRMZM2G467002	PF10153
GRMZM2G467007	PF12695
GRMZM2G467059	PF14464
GRMZM2G467069	"PF00349,PF03727"
GRMZM2G467086	PF00466
GRMZM2G467123	PF06813
GRMZM2G467147	PF13516
GRMZM2G467159	PF00561
GRMZM2G467184	PF13499
GRMZM2G467187	PF13639
GRMZM2G467212	"PF16940,PF00022"
GRMZM2G467338	"PF00694,PF00330"
GRMZM2G467348	PF03004
GRMZM2G467385	PF16415
GRMZM2G467435	PF00295
GRMZM2G467528	"PF12854,PF13041"
GRMZM2G467576	PF13639
GRMZM2G467612	PF00069
GRMZM2G467671	"PF13947,PF14380,PF07714"
GRMZM2G467682	PF07800
GRMZM2G467686	PF00400
GRMZM2G467703	PF00582
GRMZM2G467717	PF05536
GRMZM2G467756	PF13639
GRMZM2G467799	"PF00271,PF14619"
GRMZM2G467848	PF12776
GRMZM2G467893	PF06813
GRMZM2G467907	PF00076
GRMZM2G467943	"PF00012,PF00076"
GRMZM2G467992	PF05493
GRMZM2G467997	PF01435
GRMZM2G468056	PF03106
GRMZM2G468132	"PF00270,PF01424,PF00271,PF04408"
GRMZM2G468147	"PF00564,PF13414"
GRMZM2G468150	PF00514
GRMZM2G468255	PF00112
GRMZM2G468260	PF13639
GRMZM2G468299	PF07714
GRMZM2G468348	PF03004
GRMZM2G468367	"PF02789,PF04561,PF00883"
GRMZM2G468439	PF01370
GRMZM2G468475	"PF16900,PF08646"
GRMZM2G468479	"PF00249,PF06584"
GRMZM2G468485	PF13415
GRMZM2G468495	PF07714
GRMZM2G468535	"PF09325,PF00787"
GRMZM2G468585	PF04520
GRMZM2G468593	PF12796
GRMZM2G468610	PF07714
GRMZM2G468657	PF00026
GRMZM2G468661	PF01501
GRMZM2G468682	PF08159
GRMZM2G468693	PF01207
GRMZM2G468702	PF03912
GRMZM2G468740	PF03226
GRMZM2G468747	PF04398
GRMZM2G468756	"PF00069,PF00139"
GRMZM2G468799	"PF12394,PF05057"
GRMZM2G468855	PF00106
GRMZM2G468929	"PF00432,PF13249"
GRMZM2G468932	PF03657
GRMZM2G469006	PF00262
GRMZM2G469012	"PF07714,PF00481"
GRMZM2G469061	"PF00467,PF08071,PF00900"
GRMZM2G469111	PF02990
GRMZM2G469130	"PF02892,PF05699"
GRMZM2G469162	"PF04851,PF00271,PF13892"
GRMZM2G469175	"PF00069,PF00139"
GRMZM2G469204	PF00046
GRMZM2G469224	PF11250
GRMZM2G469298	PF13243
GRMZM2G469304	"PF14389,PF04784"
GRMZM2G469313	"PF08263,PF00560,PF07714,PF13855"
GRMZM2G469323	PF12776
GRMZM2G469371	PF13639
GRMZM2G469380	PF14200
GRMZM2G469409	PF01636
GRMZM2G469414	"PF00560,PF00931"
GRMZM2G469466	PF00108
GRMZM2G469469	PF07690
GRMZM2G469489	PF00361
GRMZM2G469523	PF16363
GRMZM2G469551	"PF00046,PF01852,PF08670"
GRMZM2G469673	PF08699
GRMZM2G469689	"PF03330,PF01357"
GRMZM2G469697	PF05131
GRMZM2G469701	"PF03330,PF01357"
GRMZM2G469828	PF01501
GRMZM2G469839	"PF07651,PF13847"
GRMZM2G469873	PF13837
GRMZM2G469898	PF00657
GRMZM2G469901	"PF00226,PF14308"
GRMZM2G469939	PF08241
GRMZM2G469955	PF04000
GRMZM2G469969	"PF04030,PF01565"
GRMZM2G469980	PF10536
GRMZM2G469994	PF00462
GRMZM2G470010	PF03254
GRMZM2G470035	PF05405
GRMZM2G470048	PF03941
GRMZM2G470075	PF01554
GRMZM2G470091	"PF01535,PF13041"
GRMZM2G470244	PF10408
GRMZM2G470249	PF03088
GRMZM2G470280	PF13947
GRMZM2G470292	PF04499
GRMZM2G470302	PF07762
GRMZM2G470305	PF00623
GRMZM2G470307	PF13921
GRMZM2G470309	PF03016
GRMZM2G470365	PF04825
GRMZM2G470382	PF01201
GRMZM2G470412	PF05699
GRMZM2G470419	"PF16900,PF08646"
GRMZM2G470438	PF06839
GRMZM2G470442	PF00067
GRMZM2G470452	"PF16891,PF00149"
GRMZM2G470454	PF00854
GRMZM2G470461	"PF01909,PF04928"
GRMZM2G470499	PF00069
GRMZM2G470513	"PF02268,PF02751"
GRMZM2G470524	PF00201
GRMZM2G470556	"PF00569,PF02135,PF08214"
GRMZM2G470608	"PF00467,PF16906"
GRMZM2G470653	PF00111
GRMZM2G470666	"PF02893,PF00168,PF16016"
GRMZM2G470671	PF06747
GRMZM2G470694	"PF07714,PF08276,PF00954,PF01453"
GRMZM2G470756	PF00462
